CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO
82220,CL,CASILLA DE CARPINTERO ,1,65,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82220,CL,CASILLA DE CARPINTERO ,2,64,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81753,DSMO,CASILLA DE DOMINGO,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81753,DSMO,CASILLA DE DOMINGO,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80731,DSMO,CASILLA DE GRANADOS ,1,1,DSMO DM ESTE,2,ESTE
80731,DSMO,CASILLA DE GRANADOS ,2,2,DSMO DM ESTE,2,ESTE
81109,DSMO,CASILLA DE LA LOMA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81781,DSMO,CASILLA DE LA POLA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81702,DSMO,CASILLA DE LAS ADELFAS,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81702,DSMO,CASILLA DE LAS ADELFAS,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80523,DSMO,CASILLA DE LAS JUSTAS ,1,1,DSMO DM ESTE,2,ESTE
80560,DSMO,CASILLA DE LOS HUECOS ,1,1,DSMO DM ESTE,2,ESTE
80560,DSMO,CASILLA DE LOS HUECOS ,2,2,DSMO DM ESTE,2,ESTE
81004,DSMO,CASILLA DE LOS PINOS,1,1,DSMO DM ESTE,2,ESTE
82371,DSMO,CASILLA DE MAERA,1,1,SANTA TECLA ,8,CHURRIANA 
82371,DSMO,CASILLA DE MAERA,2,2,SANTA TECLA ,8,CHURRIANA 
81113,DSMO,CASILLA DE MORALES,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80003,DSMO,CASILLA DE NATERA ,1,1,DSMO DM ESTE,2,ESTE
81083,DSMO,CASILLA DE NORIEGA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81124,DSMO,CASILLA DE QUINTANA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81752,DSMO,CASILLA DE R. CARNERO ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81752,DSMO,CASILLA DE R. CARNERO ,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81064,DSMO,CASILLA DE RUTE ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81759,DSMO,CASILLA DE SOLIER ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80012,DSMO,CASILLA DE VICENTE,1,1,DSMO DM ESTE,2,ESTE
81239,DSMO,CASILLA DEL CAPITAN ALTO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81240,DSMO,CASILLA DEL CAPITAN BAJO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81166,DSMO,CASILLA DEL CERRO DE JOTRON ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81689,DSMO,CASILLA DEL COMANDANTE,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81353,DSMO,CASILLA DEL CORCEL,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81541,DSMO,CASILLA DEL GUARDA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80526,DSMO,CASILLA DEL PALMAR,1,1,DSMO DM ESTE,2,ESTE
80495,DSMO,CASILLA DEL PINO,1,1,DSMO DM ESTE,2,ESTE
81252,DSMO,CASILLA DEL PUENTE,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81763,DSMO,CASILLA DEL QUEMADO ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80573,DSMO,CASILLA DEL VENTORRO,1,1,DSMO DM ESTE,2,ESTE
82069,DSMO,CASILLA DON CARLOS,1,1,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
80533,DSMO,CASILLA EL PLEITO ,1,3,DSMO DM ESTE,2,ESTE
80533,DSMO,CASILLA EL PLEITO ,2,4,DSMO DM ESTE,2,ESTE
80592,DSMO,CASILLA ESPARTERO ,1,1,DSMO DM ESTE,2,ESTE
80025,DSMO,CASILLA GRANADINOS,1,1,DSMO DM ESTE,2,ESTE
80730,DSMO,CASILLA GRANADO DE ARRIBA ,1,5,DSMO DM ESTE,2,ESTE
80730,DSMO,CASILLA GRANADO DE ARRIBA ,2,4,DSMO DM ESTE,2,ESTE
80608,DSMO,CASILLA HIGUERON,1,1,DSMO DM ESTE,2,ESTE
80608,DSMO,CASILLA HIGUERON,2,2,DSMO DM ESTE,2,ESTE
81233,DSMO,CASILLA LA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80680,DSMO,CASILLA LA BOTICARIA,1,1,DSMO DM ESTE,2,ESTE
81513,DSMO,CASILLA LA CHAPA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80521,DSMO,CASILLA LA CHARANGUERA,1,1,DSMO DM ESTE,2,ESTE
80667,DSMO,CASILLA LA LOMA ,1,1,DSMO DM ESTE,2,ESTE
80636,DSMO,CASILLA LAS BONILLAS,1,1,DSMO DM ESTE,2,ESTE
80773,DSMO,CASILLA LLANES,1,1,DSMO DM ESTE,2,ESTE
80664,DSMO,CASILLA LOS GRANADOS,1,1,DSMO DM ESTE,2,ESTE
80664,DSMO,CASILLA LOS GRANADOS,2,2,DSMO DM ESTE,2,ESTE
81736,DSMO,CASILLA LOS TORDOS,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81736,DSMO,CASILLA LOS TORDOS,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81470,DSMO,CASILLA MANCERA ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81187,DSMO,CASILLA MEDINA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81355,DSMO,CASILLA MENDELIN,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80485,DSMO,CASILLA MENDIETA,1,1,DSMO DM ESTE,2,ESTE
80637,DSMO,CASILLA MERIDA,1,1,DSMO DM ESTE,2,ESTE
80605,DSMO,CASILLA MIGUELES,1,1,DSMO DM ESTE,2,ESTE
82656,DSMO,CASILLA MONIGOTE,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81566,DSMO,CASILLA MORENO,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81566,DSMO,CASILLA MORENO,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80672,DSMO,CASILLA PALMA ,1,1,DSMO DM ESTE,2,ESTE
82149,DSMO,CASILLA PEONES CAMINEROS,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82149,DSMO,CASILLA PEONES CAMINEROS,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82617,DSMO,CASILLA PEONES CAMINEROS JUNTA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80410,DSMO,CASILLA PUENTE PINO ,1,1,DSMO DM ESTE,2,ESTE
81733,DSMO,CASILLA QUINTANA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
82636,CRIL,CASILLA RAMON ,1,9,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82636,CRIL,CASILLA RAMON ,2,40,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81560,DSMO,CASILLA RAMON ,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81560,DSMO,CASILLA RAMON ,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80753,DSMO,CASILLA SAN ANTONIO ,1,1,DSMO DM ESTE,2,ESTE
81692,DSMO,CASILLA SANCHEZ ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81067,DSMO,CASILLA TERNERA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80661,DSMO,CASILLA TRUJILLO,1,1,DSMO DM ESTE,2,ESTE
80661,DSMO,CASILLA TRUJILLO,2,2,DSMO DM ESTE,2,ESTE
81726,DSMO,CASILLA VENTA ALTA,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21650,CRIL,CASILLA ZAPATERO,1,9,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
21650,CRIL,CASILLA ZAPATERO,2,6,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
81722,DSMO,CASILLA ZAPATERO,1,1,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
81529,DSMO,CASILLAS DE CASTILLEJOS ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81529,DSMO,CASILLAS DE CASTILLEJOS ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81146,DSMO,CASILLAS DE LA HUERTA ,1,5,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81146,DSMO,CASILLAS DE LA HUERTA ,7,7,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81146,DSMO,CASILLAS DE LA HUERTA ,2,6,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81146,DSMO,CASILLAS DE LA HUERTA ,8,8,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81133,DSMO,CASILLAS DE LOS FRAILES ,1,7,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81133,DSMO,CASILLAS DE LOS FRAILES ,2,6,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81123,DSMO,CASILLAS DE QUINTANA,1,5,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81123,DSMO,CASILLAS DE QUINTANA,2,4,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81167,DSMO,CASILLAS DEL CERRO DE JOTRON,1,3,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81167,DSMO,CASILLAS DEL CERRO DE JOTRON,2,4,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81989,PJE ,CASILLAS LA BODEGA,1,21,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81989,PJE ,CASILLAS LA BODEGA,2,22,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
14133,CL,CASIMIRO JIMENEZ FUNES,1,27,CERRADO DE CALDERON ,2,ESTE
14133,CL,CASIMIRO JIMENEZ FUNES,2,10,HACIENDA PAREDES,2,ESTE
14133,CL,CASIMIRO JIMENEZ FUNES,12,22,CERRADO DE CALDERON ,2,ESTE
81219,DSMO,CASIN ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
14140,CL,CASTA�ER GALLARDO ,1,29,VALLE DE LOS GALANES,2,ESTE
14140,CL,CASTA�ER GALLARDO ,2,26,LA MOSCA,2,ESTE
14168,CL,CASTA�ER Y VILCHEZ,1,7,EL PALO ,2,ESTE
14168,CL,CASTA�ER Y VILCHEZ,2,8,EL PALO ,2,ESTE
14196,CRIL,CASTA�ETAS,1,29,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
14196,CRIL,CASTA�ETAS,2,54,LOS MANCERAS,9,CAMPANILLAS 
14196,CRIL,CASTA�ETAS,56,72,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
14224,CL,CASTA�ETERO ,1,87,CASTA�ETAS,9,CAMPANILLAS 
14224,CL,CASTA�ETERO ,89,107,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
14224,CL,CASTA�ETERO ,2,50,CASTA�ETAS,9,CAMPANILLAS 
14224,CL,CASTA�ETERO ,52,78,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
14252,CL,CASTA�OS,1,3,EL MOLINILLO,1,CENTRO
14252,CL,CASTA�OS,2,6,EL MOLINILLO,1,CENTRO
14280,CL,CASTA�UELAS ,1,27,CASTA�ETAS,9,CAMPANILLAS 
14280,CL,CASTA�UELAS ,2,18,CASTA�ETAS,9,CAMPANILLAS 
14294,CL,CASTELAO,1,55,PARQ EMP GUADALHORCE,8,CHURRIANA 
14294,CL,CASTELAO,2,58,PARQ EMP GUADALHORCE,8,CHURRIANA 
14308,CRIL,CASTELL ,1,1,EL LIMONAR,2,ESTE
14308,CRIL,CASTELL ,3,23,LAS PALMERAS,2,ESTE
14308,CRIL,CASTELL ,25,47,LA VAGUADA,2,ESTE
14308,CRIL,CASTELL ,2,22,LAS PALMERAS,2,ESTE
14308,CRIL,CASTELL ,24,36,LA VAGUADA,2,ESTE
14315,CJON,CASTELL DE,1,9,LAS PALMERAS,2,ESTE
14315,CJON,CASTELL DE,2,4,LAS PALMERAS,2,ESTE
14336,CL,CASTELL DEL VALLE ,1,13,LA MOSCA,2,ESTE
14336,CL,CASTELL DEL VALLE ,2,10,LA MOSCA,2,ESTE
74676,CL,CASTELLON DE LA PLANA ,1,13,GUADALMAR ,8,CHURRIANA 
74676,CL,CASTELLON DE LA PLANA ,2,86,GUADALMAR ,8,CHURRIANA 
14364,CL,CASTILLA,1,33,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
14364,CL,CASTILLA,2,44,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
14392,CL,CASTILLEJOS ,1,7,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14392,CL,CASTILLEJOS ,2,6,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14406,CMNO,CASTILLEJOS ,1,11,LOS MILLONES,4,BAILEN-MIRAFLORES 
14406,CMNO,CASTILLEJOS ,2,6,LOS CASTILLEJOS ,4,BAILEN-MIRAFLORES 
14407,PL,CASTILLEJOS ,1,7,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14407,PL,CASTILLEJOS ,2,8,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14420,CL,CASTILLO,1,9,CHURRIANA ,8,CHURRIANA 
14420,CL,CASTILLO,2,16,CHURRIANA ,8,CHURRIANA 
14434,CL,CASTILLO DE MIRAGUARDA,1,1,ALEGRIA DE LA HUERTA,3,CIUDAD JARDIN 
14434,CL,CASTILLO DE MIRAGUARDA,2,2,ALEGRIA DE LA HUERTA,3,CIUDAD JARDIN 
14441,CL,CASTILLO DE SANTANGEL ,1,3,LA PELUSA ,2,ESTE
14441,CL,CASTILLO DE SANTANGEL ,2,14,LA PELUSA ,2,ESTE
63700,CL,CASTILLO DE SOHAIL,1,5,CENTRO HISTORICO,1,CENTRO
63700,CL,CASTILLO DE SOHAIL,2,6,CENTRO HISTORICO,1,CENTRO
14462,CL,CATALPA ,1,7,GUADALMAR ,8,CHURRIANA 
14462,CL,CATALPA ,2,8,GUADALMAR ,8,CHURRIANA 
14476,CL,CATALU�A,1,51,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14476,CL,CATALU�A,2,46,LA TRINIDAD ,4,BAILEN-MIRAFLORES 
14483,CL,CATAMARAN ,1,7,POL IND LOS GUINDOS ,7,CARRETERA DE CADIZ
14483,CL,CATAMARAN ,2,8,POL IND LOS GUINDOS ,7,CARRETERA DE CADIZ
14490,CL,CATAPILCO ,1,13,PUERTA BLANCA ,7,CARRETERA DE CADIZ
14490,CL,CATAPILCO ,2,18,PUERTA BLANCA ,7,CARRETERA DE CADIZ
14542,CL,CATEDRATICO CRISTOBAL CUEVAS,1,21,SOLIVA ESTE ,10,PUERTO DE LA TORRE
14542,CL,CATEDRATICO CRISTOBAL CUEVAS,2,14,SOLIVA ESTE ,10,PUERTO DE LA TORRE
21709,CMNO,CATERPILLAR ,1,21,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21709,CMNO,CATERPILLAR ,2,4,CATERPILLAR ,9,CAMPANILLAS 
14546,CL,CATON ,1,3,PLAYAS DEL PALO ,2,ESTE
14546,CL,CATON ,2,4,PLAYAS DEL PALO ,2,ESTE
81749,DSMO,CATREJON,1,3,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81749,DSMO,CATREJON,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
14588,CL,CAUDAL,1,75,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
14588,CL,CAUDAL,2,76,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
14595,PJE ,CAUDAL,1,15,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
14595,PJE ,CAUDAL,2,10,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
14616,CL,CAVITE,1,13,LAS DELICIAS,7,CARRETERA DE CADIZ
14616,CL,CAVITE,2,8,LAS DELICIAS,7,CARRETERA DE CADIZ
11281,PJE ,CAYENA DE LA,1,7,SAN JUAN-EL ALBARICOCAL ,8,CHURRIANA 
11281,PJE ,CAYENA DE LA,2,6,SAN JUAN-EL ALBARICOCAL ,8,CHURRIANA 
14619,CL,CAYETANO BOLIVAR,1,5,MAQUEDA ,9,CAMPANILLAS 
14619,CL,CAYETANO BOLIVAR,2,16,MAQUEDA ,9,CAMPANILLAS 
14623,CL,CAYETANO DE CABRA ,1,17,VISTAFRANCA ,7,CARRETERA DE CADIZ
14623,CL,CAYETANO DE CABRA ,2,12,EL TORCAL ,7,CARRETERA DE CADIZ
81216,DSMO,CEA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
14630,CRIL,CEDRO ,1,3,EL OLIVAR ,8,CHURRIANA 
14630,CRIL,CEDRO ,2,4,EL OLIVAR ,8,CHURRIANA 
14644,CL,CEDRON,1,15,REGIO ,7,CARRETERA DE CADIZ
14644,CL,CEDRON,2,28,REGIO ,7,CARRETERA DE CADIZ
14672,CL,CEDROS,1,23,PINARES DE SAN ANT�N,2,ESTE
14672,CL,CEDROS,2,24,PINARES DE SAN ANT�N,2,ESTE
14679,CL,CEDROS DE MONTE SANCHA,1,17,MONTE SANCHA,1,CENTRO
14679,CL,CEDROS DE MONTE SANCHA,2,16,MONTE SANCHA,1,CENTRO
81204,DSMO,CEJUDO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
14700,PL,CELEBES ,1,9,EL ATABAL ,10,PUERTO DE LA TORRE
14700,PL,CELEBES ,2,8,EL ATABAL ,10,PUERTO DE LA TORRE
14728,CL,CELEBES BARAT ,1,59,EL ATABAL ,10,PUERTO DE LA TORRE
14728,CL,CELEBES BARAT ,2,52,EL ATABAL ,10,PUERTO DE LA TORRE
14756,CL,CELEBES TIMUR ,1,29,EL ATABAL ,10,PUERTO DE LA TORRE
14756,CL,CELEBES TIMUR ,2,30,EL ATABAL ,10,PUERTO DE LA TORRE
14764,PL,CELEDONIO ROMERO,1,7,EL EJIDO,1,CENTRO
14764,PL,CELEDONIO ROMERO,2,6,EL EJIDO,1,CENTRO
14770,CL,CELESTA LA,1,47,LA VI�A ,2,ESTE
14770,CL,CELESTA LA,2,36,LA VI�A ,2,ESTE
14777,CL,CELESTINA LA,1,39,SANTA ROSALIA ,9,CAMPANILLAS 
14777,CL,CELESTINA LA,2,70,SANTA ROSALIA ,9,CAMPANILLAS 
14784,CL,CENACHEROS,1,95,PEDREGALEJO PLAYA ,2,ESTE
14784,CL,CENACHEROS,2,70,PEDREGALEJO PLAYA ,2,ESTE
14798,CL,CENICIENTA LA ,1,11,CAMPANILLAS ,9,CAMPANILLAS 
14798,CL,CENICIENTA LA ,2,18,CAMPANILLAS ,9,CAMPANILLAS 
14812,CL,CENIT ,1,9,LOS MORALES ,10,PUERTO DE LA TORRE
14812,CL,CENIT ,11,63,FUENTE ALEGRE ,10,PUERTO DE LA TORRE
14812,CL,CENIT ,2,32,HUERTA NUEVA-PTO TORRE,10,PUERTO DE LA TORRE
14812,CL,CENIT ,34,66,FUENTE ALEGRE ,10,PUERTO DE LA TORRE
14822,CL,CENTAUREA ,1,13,CERRADO DE CALDERON ,2,ESTE
14822,CL,CENTAUREA ,2,16,CERRADO DE CALDERON ,2,ESTE
14827,CL,CENTAURO,1,17,CA�AVERAL ,10,PUERTO DE LA TORRE
14827,CL,CENTAURO,2,24,CA�AVERAL ,10,PUERTO DE LA TORRE
14833,CL,CENTENO ,1,3,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
14833,CL,CENTENO ,2,4,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
81005,DSMO,CENTRAL ELECTRICA ,1,1,DSMO DM ESTE,2,ESTE
14854,CL,CEPERO,1,3,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
14854,CL,CEPERO,2,4,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
81882,DSMO,CERAMICA CAPELLANIA ,1,1,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81882,DSMO,CERAMICA CAPELLANIA ,2,2,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81866,DSMO,CERAMICA CEFAMA S.L.,1,11,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81866,DSMO,CERAMICA CEFAMA S.L.,2,10,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81861,DSMO,CERAMICA CERCAMPA S.A.,1,7,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81861,DSMO,CERAMICA CERCAMPA S.A.,2,6,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81881,DSMO,CERAMICA DELICIAS ,1,1,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81862,DSMO,CERAMICA LINAREJO ,1,5,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81862,DSMO,CERAMICA LINAREJO ,2,4,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81863,DSMO,CERAMICA SAN JOSE ,1,1,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81863,DSMO,CERAMICA SAN JOSE ,2,2,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81864,DSMO,CERAMICA SANTA AMALIA ,1,7,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81864,DSMO,CERAMICA SANTA AMALIA ,2,6,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81996,DSMO,CERAMICA ZOCUECA,1,3,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81996,DSMO,CERAMICA ZOCUECA,2,2,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
1169,CL,CERAMISTA JUAN RUIZ DE LUNA ,1,19,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
1169,CL,CERAMISTA JUAN RUIZ DE LUNA ,2,40,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
14868,CL,CERAMISTAS,1,17,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
14868,CL,CERAMISTAS,2,16,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
82679,PJE ,CERAMISTAS AMPARO Y CARLOS RUIZ DE LUNA ,1,3,EL CONSUL-II,11,TEATINOS-UNIVERSIDAD
82679,PJE ,CERAMISTAS AMPARO Y CARLOS RUIZ DE LUNA ,2,2,EL CONSUL-II,11,TEATINOS-UNIVERSIDAD
40288,CL,CERES ,1,11,CAMPANILLAS ,9,CAMPANILLAS 
40288,CL,CERES ,2,16,CAMPANILLAS ,9,CAMPANILLAS 
14952,CL,CEREZO,1,15,EL TOMILLAR ,10,PUERTO DE LA TORRE
14952,CL,CEREZO,2,14,EL TOMILLAR ,10,PUERTO DE LA TORRE
14959,CL,CEREZUELA ,1,3,PERCHEL NORTE ,1,CENTRO
14959,CL,CEREZUELA ,2,2,PERCHEL NORTE ,1,CENTRO
81181,DSMO,CERME�O ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81181,DSMO,CERME�O ,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
14966,CL,CERQUIJOS ,1,9,DOS HERMANAS,7,CARRETERA DE CADIZ
14966,CL,CERQUIJOS ,2,10,DOS HERMANAS,7,CARRETERA DE CADIZ
14980,PSO ,CERRADO DE CALDERON ,1,7,EL MORLACO,2,ESTE
14980,PSO ,CERRADO DE CALDERON ,9,13,CERRADO DE CALDERON ,2,ESTE
14980,PSO ,CERRADO DE CALDERON ,2,8,EL MORLACO,2,ESTE
14980,PSO ,CERRADO DE CALDERON ,10,12,LA VI�A ,2,ESTE
14980,PSO ,CERRADO DE CALDERON ,14,18,CERRADO DE CALDERON ,2,ESTE
21834,CMNO,CERRADO DE CHINCHILLA ,1,91,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21834,CMNO,CERRADO DE CHINCHILLA ,2,84,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
80413,DSMO,CERRADO DE MOLINA ,1,1,DSMO DM ESTE,2,ESTE
81177,DSMO,CERRADO EL,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
15008,CL,CERRAJA ,1,51,PUERTOSOL ,10,PUERTO DE LA TORRE
15008,CL,CERRAJA ,2,56,PUERTOSOL ,10,PUERTO DE LA TORRE
81127,DSMO,CERRAJERA LA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
15036,CL,CERRAJEROS,1,13,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
15036,CL,CERRAJEROS,2,20,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
81176,DSMO,CERRAO EL ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81528,DSMO,CERRO EL,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81528,DSMO,CERRO EL,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21555,CMNO,CERRO LANZA ,1,23,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21555,CMNO,CERRO LANZA ,2,50,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82157,DSMO,CERRO LANZA ,1,43,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82157,DSMO,CERRO LANZA ,6,38,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21657,CMNO,CERRO MONTES,1,1,COLMENAREJO ,9,CAMPANILLAS 
21657,CMNO,CERRO MONTES,3,17,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21657,CMNO,CERRO MONTES,2,4,COLMENAREJO ,9,CAMPANILLAS 
21657,CMNO,CERRO MONTES,6,20,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82237,DSMO,CERRO MONTES,1,9,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82237,DSMO,CERRO MONTES,2,8,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21867,CMNO,CERRO RODADERO,1,15,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21867,CMNO,CERRO RODADERO,2,26,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
15148,CL,CERROJO ,1,19,PERCHEL NORTE ,1,CENTRO
15148,CL,CERROJO ,2,52,PERCHEL NORTE ,1,CENTRO
15176,AV,CERVANTES ,1,3,ENSANCHE CENTRO ,1,CENTRO
15176,AV,CERVANTES ,2,4,ENSANCHE CENTRO ,1,CENTRO
15204,CL,CERVANTES ,1,15,LA MALAGUETA,1,CENTRO
15204,CL,CERVANTES ,2,14,LA MALAGUETA,1,CENTRO
